"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G05900",179.734485629365,-0.197228373087154,0.159370606730708,-1.23754547424429,0.215884642873738,0.476578978702066
"AT1G44120",2.00187901770514,0.440712333460421,1.75718507956533,0.250805870471788,0.801964202640154,NA
"AT1G52990",1.18992095653647,1.45208140776356,2.00305627927568,0.724932905174607,0.468493192914854,NA
"AT1G37130",8577.68488433944,0.180488355284077,0.234433445111813,0.769891664553209,0.441364158816218,0.699506018103492
"AT1G48175",249.537550713257,0.139921723917685,0.148360620447854,0.943119026432387,0.3456200248164,0.615288912735806
"AT1G72140",978.054704105153,0.919044964310952,0.304616302783244,3.01705770805352,0.00255241215743212,0.0209520219967795
"AT1G66465",10.276264672066,-0.845002463986415,0.669075702781823,-1.26293999389477,0.206610745508106,0.464410661796045
"AT1G43260",0.143875494645823,-0.90044440312473,4.0804728567969,-0.220671582614463,0.825348159790731,NA
"AT1G14420",0.33956254932533,0.0613383600815585,3.75625156818921,0.0163296730711591,0.986971385007357,NA
"AT1G01710",822.767231527159,0.0593552994418414,0.137453575257703,0.43182070259402,0.665871731644563,0.849844268974778
"AT1G44000",113.748618565902,-0.364882107983863,0.230288910816805,-1.5844536616621,0.113090518667763,0.320686619649242
"AT1G73960",1139.03986014282,0.0336658221501262,0.12616200637091,0.26684596352368,0.789587763184172,0.914886768934116
"AT1G11360",948.101384230291,0.0430278105420229,0.0995504584677309,0.432221118860746,0.665580711560824,0.849597871739308
"AT1G04490",1443.52845780966,0.56913279467596,0.311771962992813,1.82547779220635,0.0679289594686577,0.230939708307627
"AT1G78476",3.09744693978987,0.599289019644337,1.13713448180687,0.52701683858191,0.598181895217016,0.809639193274374
"AT1G15310",150.211681677667,0.997109561329952,0.19200500708517,5.19314353551026,2.06772643038824e-07,7.32681209284887e-06
"AT1G13300",969.291704481955,-1.78046235852431,0.241197287852758,-7.38176774032061,1.56201514116556e-13,1.66859970373921e-11
"AT1G55530",630.76723594077,0.131195813824846,0.116555590305356,1.12560721867681,0.260331811243667,0.528521597784795
"AT1G47350",0,NA,NA,NA,NA,NA
"AT1G74458",459.431388145814,0.462164673680318,0.197527390291157,2.33974980886997,0.0192966618291509,0.0955928289567757
"AT1G32120",16.978145518563,-0.730146905173559,0.500731860577792,-1.4581594714805,0.144796592010921,0.374974133464289
"AT1G17260",60.7352088744389,0.394957257920903,0.279965138750644,1.41073727851766,0.158322094649567,0.395252043373052
"AT1G32660",0,NA,NA,NA,NA,NA
"AT1G31480",469.462925011894,0.220644169564116,0.170775745091695,1.29201116613864,0.1963532776829,0.449086273952851
"AT1G17500",1687.33303978649,0.171571562472429,0.16121388277949,1.06424806297301,0.287216339172273,0.556752512767257
"AT1G50780",3.35032252106047,2.13978626215667,1.36887077129322,1.563176237692,0.118011147635113,0.329662726479218
"AT1G21150",67.9926666840287,-0.154008672222691,0.249483640904481,-0.617309702809954,0.537030468161037,0.769321889432551
"AT1G78110",226.703756530113,-0.473435805591696,0.321262761026799,-1.47367159542093,0.140570034229761,0.368090869405076
"AT1G80080",4.15880766373405,-1.3363496512986,0.96879305839942,-1.37939639401054,0.167772570459723,0.41006054906441
"AT1G23260",952.295570442062,0.0415288989212839,0.132691640744351,0.312972985248521,0.754301186488699,0.896978148871713
"AT1G09790",0.522345394522653,1.00524962324761,3.36169211535102,0.299030841836224,0.764916513214156,NA
"AT1G60270",130.275543070437,-0.448959788411199,0.448463072139549,-1.00110759681791,0.316774792696443,0.587364259764778
"AT1G25400",2807.43611988643,-0.0947463958491989,0.255750641580722,-0.37046396155098,0.711036823889593,0.874711450314864
"AT1G77980",1.27746137412175,-1.48366367664915,1.87690361546135,-0.790484745421762,0.429244727546366,NA
"AT1G43140",34.0180112578276,-0.894990980590183,0.328074278302051,-2.72801325730932,0.00637170471919244,0.0421274845997092
"AT1G42470",2055.229110404,0.785134244049642,0.160931745168502,4.87867849334246,1.06798987760139e-06,3.09489832615552e-05
"AT1G34170",0,NA,NA,NA,NA,NA
"AT1G56150",37.1650167593797,0.777185905368699,0.364802020001286,2.13043202273375,0.0331359623828375,0.142173438126953
"AT1G75520",120.083029550039,0.332912603768334,0.202783936630363,1.64171092296709,0.100649926889817,0.297159364266614
"AT1G53890",0,NA,NA,NA,NA,NA
"AT1G43722",0,NA,NA,NA,NA,NA
"AT1G73370",821.491943621687,-0.26930544232842,0.324750232657296,-0.829269436159616,0.406951961608601,0.670824292539684
"AT1G01230",699.189769772035,0.116406466935686,0.116796340721037,0.996661934929266,0.318928632107188,0.589153751345223
"AT1G70700",1074.2025281385,1.47203634134292,0.221231059013952,6.65384122782724,2.85540703320944e-11,2.12372116272014e-09
"AT1G02380",63.6374681172648,0.227234702008595,0.319428635219947,0.711378620930868,0.476849643519553,0.726502438721884
"AT1G48870",18.4096651896885,0.205093517146198,0.507679597488136,0.403982193022817,0.686225813706491,0.861617477085264
"AT1G69280",88.2031401754311,-0.169869761955153,0.214233463837396,-0.792918897507465,0.427825076435814,0.687851779958468
"AT1G36950",0,NA,NA,NA,NA,NA
"AT1G12430",1045.89015207848,-0.0513863060599389,0.226447017363092,-0.226924190295449,0.820482691545797,0.928780780955068
"AT1G56320",172.945491124398,1.06744617946937,0.27822327823946,3.83665301560659,0.000124722496916339,0.00182168408364669
"AT1G50880",0,NA,NA,NA,NA,NA
"AT1G36310",560.994362085672,-0.100576734939878,0.147795092363345,-0.68051471352389,0.496178608647516,0.741015067692209
"AT1G44830",137.273833938524,-0.329941176776257,0.307155782348897,-1.07418188338541,0.282741170490651,0.553543759530344
"AT1G01300",4269.83915464969,0.460066500551469,0.14167564938435,3.24732233485912,0.00116496371283925,0.011233136827519
"AT1G48050",487.898523706392,0.049091010467916,0.130335633597521,0.376650721778129,0.706433188502945,0.872017222377715
"AT1G36925",0,NA,NA,NA,NA,NA
"AT1G30670",0,NA,NA,NA,NA,NA
"AT1G22180",336.267535060654,0.537831494366694,0.17366956349489,3.09686673671244,0.00195577774536401,0.0169802026402281
"AT1G17450",671.770563148205,-0.100988601913999,0.140529387924242,-0.718629771364556,0.472369064815517,0.7231378054415
